,id,text_en,date
16,1237844076113715201," In this evening it does admit that an emergency plan vd Federal Government Anti-pollution Corona pandemic would have been better, and one should be cancelled out of numbers and preferably everything. ",20200311
17,1237841419919740928,Scratch that: my job has been cancelled by corona so jeeeej 19u succeeds [ GRINNING FACE WITH STAR EYES] [ GRINNING FACE WITH STAR EYES],20200311
18,1237841272699641856," Says that with the current Corona pandemic, new elections are now definitely excluded!There he has a point [ WINKING FACE]!",20200311
19,1237840884256747522, Wonder if they'll let you in with their lockdown.,20200311
20,1237839933361934338,"So, indeed, 6.6%. That's fucking a lot of #corona dead in Italy ",20200311
21,1237838858437312515,"Well, soon, all those rear bodies are gone. Brave as they are to run the virus ... ",20200311
22,1237838709367738371,"Klopp on the dipping of Liverpool and corona: 'Do not understand why the opinion of a football trainer is relevant to that'

 ",20200311
23,1237838586709344258,"But how good is this explanation !!! Clearly, to the point and understandable [ WHITE SMILING FACE] [?] #corona ",20200311
24,1237838071766245377,"Even if we thought that the flow of migrants was very concocted by the virus? Would they try to do it elsewhere? For example, at their religious colleagues in the Middle East where the allah will certainly help them against his punishment for the decadent West ...",20200311
25,1237836128495046658,#Genkvm RUMOR supporters of #kvmechelen do not have the opportunity to eat and drink at the stadium. 1 free bottle of water is distributed free of charge. Can anyone please let me know that Corona has nothing to do with the beer? ,20200311
26,1237835429271023619,"Jesus Christ if you think we're over here with Corona, you really have to look at Poland. Schools are closed for 2 weeks and they are going to buy sick stocks in those areas where there is nothing left",20200311
27,1237835271242211335,Thanks to the exposition of our [ REGIONAL INDICATOR SYMBOL LETTER B] [ REGIONAL INDICATOR SYMBOL LETTER E] politicians steen us off on the [ MICROBE] COVID tsunami that professor doctor Herman Goossens predicts [ FLUSHED FACE] [ PERSON WITH FOLDED HANDS] [ EMOJI MODIFIER FITZPATRICK TYPE-3] [ REGIONAL INDICATOR SYMBOL LETTER B] [ REGIONAL INDICATOR SYMBOL LETTER E] Come out of your comfort zone and move on to kordate measures!! [?] [ PERSON WITH FOLDED HANDS] [ EMOJI MODIFIER FITZPATRICK TYPE-3] #COVID19 #COVID19BE #Belgium #Belgie #begov #quarantaine #Covid_19  ,20200311
28,1237833911750852609,"Crazy day. Controversy in the home town surrounding a seemingly innocuous photo of a high school. Article about written, which was firmly read on and picked up by international websites:
[ BLACK RIGHTWARDS ARROW] [?] &amp;  ",20200311
29,1237831538353549313,"  Unfortunately. The human in itself is self-committed. Only when mn confronts them mt consequences (juggling) feel they are addressed. Established from a professional experience. It's different. Civic sense is with many nada!
Let e child die vn covid ([ UNAMUSED FACE]) dn they become alert",20200311
30,1237831467230810114," So, Vicky, what do you think of the health fund policy of social distance, offices, staff, and home work? In my knowledge, there's still no communication.",20200311
31,1237831380387745792,"In the series of wordplay of the day, I want to contribute my bit: The Coronavirus can count. (Get it?) #corona #flauwemop #woordspeling",20200311
32,1237831022198362112,"In the last few years, we've learned everybody what's going to mean viral. Now it is a real virus and there's gone viral no more! #COVID19BE tsss",20200311
33,1237830641934311424,"Service communication: the Corona Burana is not due to continue on Friday in the Men's Council. 
I was so looking forward to it .... [ CRYING FACE]",20200311
34,1237829091493101568,"  #COVID19 #coronavirus Finally, sensible talks at Direct Highest Stage needed to be enabled. Now it's too late. The virus has become a bit of a problem.",20200311
35,1237826400448663554,Imagine we can't get out of Corona in the summer?,20200311
36,1237825973707472896,No tornooi in Qatar for does that also mean no match against strong opponents for #euro2020? #corona #sporza #vrtnws ,20200311
37,1237825501198237696,Now they are already running #Corona [ FACE WITH ROLLING EYES] during the preview of #ChampionsLeague .,20200311
38,1237824861038411776,"Question: am not a panikeur and use my common sense. But I ' m sitting at open window (loket = my buro so [ WHITE SMILING FACE] [?]) at a town hall. Should we not take any additional measures? Come with a lot of freshness. people in contact, and take on paper/id's and such things [ THINKING FACE] #corona",20200311
39,1237824746416484353,BREAKING: has a different sweater! I repeat: he has a different sweater! #corona,20200311
40,1237823729054502917,"In the Delhaize, they expect a lockdown. There was more wine in promotion than during the holidays [ SMIRKING FACE]",20200311
41,1237823598577975296,From one minister for public health no to ... that is then 2 out of 9 (!!) Corona is yet another file in which thinking and action of language boundaries is completely inefficient and irrational. Viruses do not recognize borders. #COVID19BE #weareconnected,20200311
42,1237821577280081926,I think we have a different virus here than we have in the rest of the world. ,20200311
43,1237819279204106241, Woow! Don't let them meet. #Corona you know ...,20200311
44,1237815694022127616,"In fact, it's punishment, and Corona is in the world in the meantime.
We are taking draconian measures everywhere that will have a little impact on the economy.
Except here. Here's some advice. Very little decisiy.
As if the goal is: the best economy [ SHRUG] [ ZERO WIDTH JOINER] [ FEMALE SIGN] [?]",20200311
45,1237814454907256833,"  So that's the essence of the whole thing. Healthy civic sense. Wash your hands regularly, avoid contact with the populations for which the virus is dangerous. Are you sick, stay in your room. If everyone applied that, it would look different #tousensemble",20200311
46,1237810276399022080,         Or a day earlier in the newspaper: ,20200311
47,1237807424498733056,"Now, you know, artefact is just a distance education by corona? [ SMILING FACE WITH OPEN MOUTH AND COLD SWEAT]",20200311
48,1237807191970787331, They don't have that virus. All healthy young doctors and pharmacists.,20200311
49,1237805372259385345,  Chiep tsjiep tsjiep [ FACE WITH OPEN MOUTH VOMITING] [ FACE WITH OPEN MOUTH VOMITING].  Shame on you. Notes on TV and day after as a drama aqueen about a national disaster plan start. A Crisis like this abuse for shadowy political spellekes [ THUMBS DOWN SIGN] [ THUMBS DOWN SIGN] [ THUMBS DOWN SIGN]. Egotrippered much more disease than Corona.,20200311
50,1237803823420276737,"-She's making her earrings. Allez, I think I am. #Corona #Maggie ",20200311
51,1237803254148456448," Hey Geert, the festival's within four months. We follow, like everyone else, on the foot, and let us hope that the virus is under control by the summer.",20200311
52,1237799387528642561,"Okeee scenario: imagine this corona really breaking loose and creating a giant purge. Wa go to do you, who dies when first and last, ...",20200311
53,1237797581234806786,"Corona here corona there corona everywhere, I don't hear anything else anymore, and I'm just being so onmy",20200311
54,1237797578646880256,Message to our ministers who should even make #COVID19BE ambras #Corona ,20200311
55,1237797271472914435,"Due to the size of the Coronavirus, we also take a number of measures at Odisee to prevent the spread of the virus. Until further notice, internships and classes are just going on! If you have any questions, you can always be on this website. #odisee ",20200311
56,1237796689274077188,"How long have we been with this virus? ""Peak epidemic is just not predictable.""

",20200311
57,1237795419410714624,"   About the split of Belgium, on how Communism can be a success or about the Corona virus?",20200311
58,1237788662655582208,"Janssen Pharmaceutica: ""Optimistic to find a vaccine against coronavirus"" ",20200311
59,1237788634570461194,  Then you'd better put the whole country in a lockdown. But is that economic justification for that?,20200311
60,1237787867964940295,"170 million grants for newspaper division, but crucial info about Covid-19 is almost always behind a paywall. What's the deal? #informthepeople #keepcalmandcarryon",20200311
61,1237785284357632001,"      The youth do not know any adversity. Don't be a contradiction. No to little respect for boomers. Getting clogged out from the cradle. 
What ' s coming to us now, da will only become disastrous: covid, #omvolking , mss recession, WOIII ...
Am I not a realist [ THINKING FACE]?",20200311
62,1237781762484420610,"Quid new recordings of residents? Or does the financial picture count more than the human one?
#corona #woonzorgcentra ",20200311
63,1237781371982163969,Question: can people who live under the same roof still be allowed to kiss? Couples do understand ... #dtv #Corona,20200311
64,1237777459954749441,Corona should not ruin 100 days [ POUTING FACE] [ POUTING FACE],20200311
65,1237774492543471619,  A country that does not make any total decisions about the Corona virus cannot take. Is not a country but a Supermarket where you choose for your own interest.,20200311
66,1237772034391904261,"All of a sudden, everyone in my area is corona expert apparently??",20200311
67,1237768214244974594," A grenade, Corona, no parking space in '' t City: all hoaxes!",20200311
68,1237767177593393152," best, you can bring back the evolution and risks regarding Corona to our neighboring countries and worldwide, in the news. This is to see the wider picture. Thx",20200311
69,1237766143164719107,"We'll get the first spring sun next week. By April, all #Corona will have the job.",20200311
70,1237765637113614342,"Corona, you're ruining things for me so you'll be gone back to me.",20200311
71,1237765418573541382, Best way to eradicate a virus,20200311
72,1237765405944528896,I have soldered &amp; have been told today that they have put the vacancy on hold by the corona virus ..,20200311
73,1237764357825626112,"  You're in part right here.
Too much weaken your immunity.
But ... igv covid, I would recommend ht anyway. Ht virus has e cell fat memray, which degraes mt soap and simultaneously as an asymptomatic carrier is obstructing the cross-contamination.",20200311
74,1237761792304128002,"As a WZC, we are well informed by ivm the measures to be taken in the framework of Covid-19. Transparent and clear. Thank you very much.",20200311
75,1237757747212541953,"  A government with no backbone. The responsibilities lay on mayors: downscals and ""systeme umbrella"". 
Hard language in seriousness vn covid as well as hard policy is &gt; need. Too many ministers, too many visions ...
I myself will be working for a civic point of view.",20200311
76,1237756351528480771,Someone: cough old people who feel funny: jebt anyway no Corona e [ FACE WITH TEARS OF JOY] [ FACE WITH TEARS OF JOY] [ FACE WITH TEARS OF JOY] [ OK HAND SIGN] [ OK HAND SIGN] [ OK HAND SIGN],20200311
77,1237751625990758402,"Corona? 50-man less, and it's solved? [ SEE-NO-EVIL MONKEY] #corona #events ",20200311
78,1237751269453946882,"Nice Italian food in Tour and Taxis to welcome 2 new colleagues from there, we will take time for a while in this #Corona period. ",20200311
79,1237750773263618048,Why are there no covid-19 victims in Russia?,20200311
80,1237750372518805506,Think it ' s better for our country also full lockdown,20200311
81,1237749569192165377,"2 new overtures due to the corona virus in Belgium, 47 new infections. 1 of the victims is the man of 73, who was very bad at it. ",20200311
82,1237745432949817345,"And on Friday, we will go into 'lock down' ...#corona #coronavirus",20200311
83,1237732179049840642,We are not playing! #daens #studio100 #corona #coronavirus ,20200311
84,1237731817572184064,Amai [ FLUSHED FACE] [ REGIONAL INDICATOR SYMBOL LETTER N] [ REGIONAL INDICATOR SYMBOL LETTER L] 503 [ MICROBE] and 5 dead at our North Neighs [ REGIONAL INDICATOR SYMBOL LETTER N] [ REGIONAL INDICATOR SYMBOL LETTER L] [ MICROBE] [ FACE WITH MEDICAL MASK]#Netherlands #Nederland #covidnl #COVID19 #Covid_19  ,20200311
85,1237730905231327232,   It's a pity that he doesn't help Corona to silence that irritating sear. I was just as happy to hear nothing from Greta and Anuna. ,20200311
86,1237730038579150848,Preventive closure college pxl in Hasselt is a fact for at least 3 weeks! Am very curious (as a new student) to the online capabilities. #Corona #preventie #sluiting #hogeschool #pxl #onlineles #lagerinderwijs ,20200311
87,1237728339856588802,"There are people dying, the (rest) government vv/wil/cannot cut knots to prevent further spread, but Mr Loones is particularly concerned about the budget. Set your priorities right! #niettegeloven #corona ",20200311
88,1237727977422630914,"Tous ensemble behind the vision of is still clear language #Corona #COVID19 .
No excuses or-s in our plan tractor country.",20200311
89,1237727203183509504,Friday #pyjamadag. Maybe in times of #Corona we should set up for all students. Feasible? Teaching from home.,20200311
90,1237726527523041287,Visit to the laboratories of Ukkel followed by an infosession about the impact of the Coronavirus (COVID-19) and its approach in our country. #COVID19BE #Corona #handenwassen #MonarchieBe #BelgianRoyalPalace ,20200311
91,1237726166359957505,"I cannot be the only one who sounds like: 'to have fun is the risk of spreading the virus too big, but to work or to go to school!' [ THINKING FACE] #coronavirus #COVID19BE.",20200311
92,1237725167377428481,Susanne lives in Italy and warns: 'You don't realize how serious corona is' ,20200311
93,1237723005708615681,Who is that corona virus cost-free?,20200311
94,1237718450375516165,"It's a nice plea for refederalization.
A virus does not stop at a language limit. ",20200311
95,1237715470389784578,I practice my fake cough and sneeze because wollah meh I am going to stay in school with this virus,20200311
96,1237714698830823424,It's going to slide on the calendar. #Corona won't find #ParisRoubaix and no egg search [ HEAR-NO-EVIL MONKEY] [ SEE-NO-EVIL MONKEY] [ SPEAK-NO-EVIL MONKEY] [ EGG] [ HATCHING CHICK] [ FRONT-FACING BABY CHICK]#Pasen ,20200311
97,1237714190753763330,"After some time anyway still ordered at apparently still the same problems, each time late. [ SHOCKED FACE WITH EXPLODING HEAD] Bending to the excuse this time, let me guess, drivers had Corona? [ FACE WITH ROLLING EYES] ",20200311
98,1237713183315542017," To really wake up citizens, only hard words/confrontations help. Some, largest share of people, continue to hang in the deconnaissance phase and think ht virus can hit them ni. 
Not everyone has civic sense!
Don't create any gray zones.",20200311
99,1237711769566674944,"In times of crisis, clear and leadership is needed. Two things that are obviously not there. #Corona #COVID19BE",20200311
100,1237711584723640321, No time for POLITICAL SPELLEKES now!! #Corona is VERY SERIOUS!!,20200311
101,1237710422423351296,Bart De Weaver (N-VA) after corona advice around events: 'There must be a skating fund for organisers' via ,20200311
102,1237697762801537027,This is! There are still too many employers who do not trust their WN and do not allow their home work or do not have the resources to carry out their home work. Be aware of who you need to address #thuiswerk #corona ,20200311
103,1237693534158888960, I get to read Corona from that text,20200311
104,1237693455515693057,You don't have to be afraid of corona. Airport is extinct ,20200311
105,1237691042721402880,[ REGIONAL INDICATOR SYMBOL LETTER B] [ REGIONAL INDICATOR SYMBOL LETTER E] 314 [ MICROBE] -47 New-639 [ MICROSCOPE]#COVID19 #Belgium #belgie #COVID #COVID19Belgium #COVIDbe  ,20200311
106,1237690479191474176,"""Do n' t worry about corona, you are healthy and young anyway"" is the most antisocial and dangerous argument we can spread in this time",20200311
107,1237690475815067648,"I'm finally going to pick up my wet suit in the store so from this afternoon radiant terrace weather, and from tomorrow, everyone has to stay indoors by that virus. [ SMIRKING FACE]",20200311
108,1237688304671305734,Why we must NOW in lockdown: ,20200311
109,1237686496334876672,   Report says that in a flu epidemic 5 a has 10% flu. These figures can be associated with the contamination rate of Corona and understand why one is so careful.,20200311
110,1237682525360852992,"If the Corovid19 virus is going to strike in the RVMs, this means 1000s of overtures. It is a valid demand to ban visitors until the end of this month.   Take your responsibility. Right.       ",20200311
111,1237681948904095744,"Let me ask you: how many deaths do we need in Belgium before the economic consequences become secondary to the health and welfare of the people? #AskingForAFriend #coronavirusBelgie
#Corona

",20200311
112,1237677696357982208,Corona: Cruise ship Zeebrugge is allowed to dock; no one on board-Focus and WTV ,20200311
113,1237674020058824705,The Belgian Corona plan ... ,20200311
114,1237673464716238849,"Nice little bit: a friend works in the kitchens of a hospital. When the 1st contaminations came into them, her service &amp; maintenance only knew what was going on until a day later ...
Also think of the non-medical personnel #corona",20200311
115,1237670623830315008,Corona was all fun and games until the LikeMe concerts were in danger,20200311
116,1237668785357762560,I am more at risk of walking up to a checkout corona than in a concert [ THINKING FACE] why only all fun cancels [ WEARY FACE],20200311
117,1237668569720160257,"Scouting activities and (group) weekends may continue until further notice, subject to guidelines. Update #corana  based on government instructions  ",20200311
118,1237666803280760832,"If you'd like me to rest on the bus, start hoghing hard. Everybody's afraid of corona, right?",20200311
119,1237663114755289089,"    Unfortunately, these are the consequences of corona.",20200311
120,1237662666216390656,Susanne lives in Italy and warns: 'You don't realize how serious corona is' ,20200311
121,1237661631670366209,"Just yesterday, I'm going to have a drink on a cafe. Everyone gave each other a hand and kisses, because they feel all right. When I politl refused to look at me strange. The crisis is unreponsible. #Corona",20200311
122,1237661353164374017,"#corona measures on my personal plofkap! Finally, the sire of and no more in my mouth. [ OK HAND SIGN] [ EMOJI MODIFIER FITZPATRICK TYPE-1-2] ",20200311
123,1237655712521732099,"More and more leagues are implementing ""closed doors""-measure in the name of corona virus, so too is the Austrian Bundesliga.

In Belgium no similar prevention measure will be taken for the time being.

#SportRecht #Corona ",20200311
124,1237652774990512130,The DeWevervirus is deadlier than Corona. ,20200311
125,1237648933809160196,"If corona breaks well into the United States, there will be a chance that neither republican nor democratic will remain a presidential candidate in the future. ",20200311
126,1237648200296792064,"   No problem Karl, I add to my collection somewhere in the course of September once on Sicilan soil. 
If, of course, #corona does not sprinkle soot into the food ....",20200311
127,1237645684083482624,"  If you apply probability calculation, you don't have to worry too much that you get Corona. But being careful and following guidelines seems advisable to me.",20200311
128,1237641389418176512,"Time for Stijn Meuris to use the studio for a remake ...

Could be a very small bit of lockdown Sometimes no better be ...",20200311
129,1237636370279075841,"What do the mayors vd 580 other MUNICIPALITIES in #Belgie say about the directives vd government ivm #Corona?

",20200311
130,1237636277136220162," Corona is a collection name, #COVID[ KATAKANA-HIRAGANA] SOUND MARK] 19 is a new bean.",20200311
131,1237629258698285056,Up to 1000 visitors per day ...!#corona #studio100 #hadje10miljoen ,20200311
132,1237627792805761024,"Universities and colleges have all the necessary technology in the home: as good as anyone can teach at a distance or can telework. I propose that the next few weeks should be set up in mass. Life goes on, but then (eventjes) at a distance. #COVID19BE",20200311
133,1237627570818101251,"Recommendations [?] measures. If #Corona is as serious as anyone wants to realize, take rigorous actions. Do not count on civic, common sense, or #tousensemble. [ SEE-NO-EVIL MONKEY] Give municipalities no leeway. Action!

    ",20200311
134,1237626199561703424,"  If the #Corona #Vlaanderen is flushing, the Wever will be the first to assign a guilty one. Idem dito Boris Johnson. After all, they are international party colleagues.",20200311
135,1237625120228868096,#PicOfTheDay: Italy in lockdown #Corona #italylockdown #COVID2019 ,20200311
136,1237623773710503936," Should the federal government have ruled out an absolute ban, he would also be able to use it against them. Now that the final decision rests with the municipalities and governors, he is taking such a cowardly position. How the NVA uses the virus for their disgusting political strategyO",20200311
137,1237616493199835137,"Not only in times of #corona: online learning BOOMT!  

Once (free) trials? 

[ WHITE HEAVY CHECK MARK] Wincing social media strategy 2020.
[ WHITE HEAVY CHECK MARK] Increase your shop window with social media.
[ WHITE HEAVY CHECK MARK] More engagement with video.
[ WHITE HEAVY CHECK MARK] Infographics.
[ WHITE HEAVY CHECK MARK] WhatsApp business. 

",20200311
138,1237610236392824833,"In the country where a bit of speeding is ok, where a bit of drinking and driving is ok, people are relying on a civic point to fight the Corona virus. #apenland",20200311
139,1237592731683184640,  More than equal pay attention!! it ' s a traitorous virus [ FIRE] [ THUMBS UP SIGN] [ THUMBS UP SIGN] [ THUMBS UP SIGN] [ COLLISION SYMBOL] [ HEART WITH RIBBON] [ HEART WITH RIBBON] greetings,20200311
140,1237535017288359936,"Kickboxing galas are cancelled because of Corona, this shit serious",20200311
141,1238251014119137281,"Unknown territory. That is where we are going through the drastic but necessary measures. Common sense and helping each other, that will be the way to follow. #corona",20200312
142,1238247316823425025," That's a question for our policy-makers, but I'm hoping to do it. Also wonder if it ' s really so smart move. For example: (and so you can find even more reliable info)
",20200312
143,1238244846370017283,"BECAUSE OF THE CORONA MEASURES, YOU CAN NOW SEND BACK FOR FREE! 
Does the article do not leave you an email after Dan mail I will send you a return label.",20200312
144,1238240319914868736,Those people in rest homes etc go to death more quickly to loneliness than to Corona .. [ BROKEN HEART],20200312
145,1238239938916823043,Snap ezui corona depuis sa beug,20200312
146,1238239189201805313,It's Friday the 13th. Better get no Corona on this day.,20200312
147,1238238687672008705,  You will be short of time during that barely 3 weeks #lockdown. #Covid_19 #Corona,20200312
148,1238238276147908617,"Start countdown to 3 April is tempting. But prolongation of measures is not ruled out.
Where is that heat wave when we need him?
#Covid_19 #Corona",20200312
149,1238237781035491334,"Can we possibly re-tweet #katten ? That makes me quieter and that seems to me for the next few weeks, maybe a fun business? #Covid_19 #Corona #lockdown #Belgie ",20200312
150,1238237295679021057,Infectious by corona and fascismevirus and nasal butts  ,20200312
151,1238237063583055872,"Moh! Look at this! We then have a coalition government with #nva #mr #ps (and also, out of the picture, #cdnv and #vld protagonists). Merci Corona! ....
[ REGIONAL INDICATOR SYMBOL LETTER B] [ REGIONAL INDICATOR SYMBOL LETTER E]] having a government with coalition partners who couldn't take a moment. Thanks Corona [ SMILING FACE WITH SMILING EYES AND HAND COVERING MOUTH] ",20200312
152,1238236670950092802, And then a question where no journalist has asked! How come there's no one in Russia yet! there is no talk about that yet # chemical substances #Covid_19,20200312
153,1238236066148220931,I'm going to die from boredom ipv to corona #corona #lockdown,20200312
154,1238235880411848706,Don't say lockdown. Say write-type identification,20200312
155,1238235737428037634,"      Because in the week, that virus is too fatigued? [ THINKING FACE]",20200312
156,1238235526160883712,"Restaurants and cafes close, I get that. So, are takeaway restaurants and frying restaurants there? Or is that a stupid question?   #corona #coronavirusBelgie  #vraag",20200312
157,1238235511581544450,"Now not be able to sleep because of too many questions and too little clarity. But anyway, we'll be there again with news and clarity from 6 o'clock. Corona or not, we are already there with all the financial/economic/political news! Hoppa [ FLEXED BICEPS] [ EMOJI MODIFIER FITZPATRICK TYPE-1-2]",20200312
158,1238234742216146951,"Drastic measures take drastic measures.

The most important thing at the moment is to guarantee health. Especially for those who are most vulnerable.

Then also see how SMEs, hospitality, socio/cultural sector, ... support can be given.
#corona",20200312
159,1238233296733077505,"May society come out stronger here and support our hospitality industry, small and less small cultural associations, festivals, smes, ... (hereafter not for a while but for an indefinite period). Together for it, together and then together support each other. Corona doesn't get us any small",20200312
160,1238232985876430848,So tomorrow really a Friday 13de! Chaos will be everywhere tomorrow! All normal people are already asleep now and with a sleepy eye they are going to misinterpret everything and everything is going to turn into the soup! #corona,20200312
161,1238232461324271616,"What about sports clubs and people offering services: hairdressers, beauty specialists, coaching centers ..? #Covid_19 #lockdown #Corona #dtv",20200312
162,1238231821768437761," Yeah, before it became known that Arteta doesn't have a corona.",20200312
163,1238231705099603968,"We 're going to have to' rethinking ' very much in the next few days but with creativity, commitment &amp; solidarity we can do a lot to #Covid_19",20200312
164,1238231696144621569,"#Repost f1racingmemes
* * * * *
I don't hope so ... [ D-LOOKING FACE] #Formula1 #Formule1 #australiangp #covid #covid_19 #raceweekend  #healthfirst  Oostende, West Flanders, Belgium ",20200312
165,1238231642273124352,   Czz corona is right around the corner there must be posterity made,20200312
166,1238230727130578946," Two reports from early March on children and #covid19...
I will leave it to the specialists.  [ SHRUG] [ ZERO WIDTH JOINER] [ MALE SIGN] [?]


",20200312
167,1238230576047456259,"In #Belgie from tomorrow midnight all schools closed, all shops close to the weekend excluding food and farma. All public events canceled until 3 April #Corona #covid19",20200312
168,1238230098316349441," Correction, Belgie isn't going in full lockdown at all.",20200312
169,1238230092381290496,Cafes and restaurants go close to April 3. Just to make it clear to the Belgian that it's serious for you. #Covid_19 #corona #belgiumlockdown,20200312
170,1238229196155113473,"Do you know what I think is disappointing? Among my friends immediately some of the reactions of teachers: surely that cannot be the case that we need to take care of care.
Hello, do you not want any nursing staff, filled store shelves, anything yet or some spinning economy? #lockdown #Covid_19",20200312
171,1238229179969277960,Quarantining against #corona shows many parables with a block period. Sit in for weeks and use a huge number of paper towels from Kleenex.,20200312
172,1238228887957635073,"I'm just getting a message from school that probably someone with Corona at school, is now in quarantine. ",20200312
173,1238228775084703746,Kwant still ptits have better corona bougeert vite fait [ POUTING FACE],20200312
174,1238228646898343936," Tomorrow, we're gonna be drinking with the fans all the booze supplies in the stadium? Win win for everyone [ GRINNING FACE] [ CLINKING BEER MUGS]. At 00.00 we are gone, promised! [ GRINNING FACE]
#lockdown #CoronaVirusUpdate #persconferentie #Corona",20200312
175,1238227915499876354,"In order to counter the spread of the #coronavirus , the federal government has taken steps to support schools. How we deal with it? A lot of lessons are being set up online. Tomorrow, our students will receive more detailed information. #Covid_19 ",20200312
176,1238227500305711104,"Zwz that also goes on strike by Corona, who men always look for an excuse to work ni",20200312
177,1238227477455134722,"A new virus that's contagious only during the weekend? Better a full lockdown, then, no? Bit of a missed opportunity by the government to take a real measure ... #COVID19BE #beetjebelachelijk",20200312
178,1238227181353996288,"After 2 months of unemployment-happily arranged for a fine freelancing-and worries for greeperige twelve-year-olds, we are now going to lock. Let's just say that the house and I have seen each other. Corona hangouts online, please!! [ PERSON WITH FOLDED HANDS] [ EMOJI MODIFIER FITZPATRICK TYPE-3] and 2 MONTH BIKES AND READ AND MOVIES-dat, too.",20200312
179,1238226884778954752,"Corona or not. 
We are at a standstill.",20200312
180,1238226409660846089,"With all these measures, I still have a little bit of a question of why we are not simply importing a travel ban on the pub holiday. Couldn't the virus just keep it out in that way?",20200312
181,1238226228567556103,Fix risk premium for the care sector [ GRIMACING FACE] #Covid_19 #regering #veiligheidsraad #zorgsector,20200312
182,1238225952708141062," 70% of the population will be given corona without measures. That was in the news yesterday, when 75% of them were working. I'm in quarantine.
The cost of sickness benefits and health care is lower than everyone's paid for 2 weeks at home.",20200312
183,1238225940653715459,"BREAKING: Country goes into lockdown, play day 30 will be for another time. 

So better champion make begot ",20200312
184,1238225924774080512,"I start to become paranoia of all that corona shit, and realize I am in a labo work where blood samples are taken from and coming in every day. (+ our alcohol is on)",20200312
185,1238225490726588418,Lmao I go gw piece to the fact da i so was going to sit down as I am the next les skipte but corona has my back,20200312
186,1238225356965937159,"Doctor Philippe Devos warned about the impact of corona ten days ago: "" A lot of valuable time has been lost. Too Much ""

",20200312
187,1238224758250102784, My dad just told me they said on TV that Belgie's going to be in lockdown.,20200312
188,1238224745822289920,Very happy with this act of action. Solidarity with the weak/realism seems to be looking for many young people. Last few days were very frustrating as a person with heavy asthma and immune deficiency. You become dependent on the behavior of others. #Covid_19 #coronavirusBelgie ,20200312
189,1238224500283641856,"Bon, I don't trust it here anymore, and work my departure eastward with speed. Someone is going to be very happy to hear that. #hartje [ HEAVY BLACK HEART] [?] #Covid_19 #chaos",20200312
190,1238224416468799490,Okeeeee now I'm starting to get scared of that virus,20200312
191,1238224127292555266,"There is no lockdown in Belgium, but all the measures will take place starting at midnight tomorrow, so the closures of the bars and restaurants. 
All lessons (at school) are suspended.",20200312
192,1238223966013136901,All cafe's and restaurants in Belgium close. Glad to have hammered some Westvleteren last weekend [ CLINKING BEER MUGS] #Covid_19 ,20200312
193,1238223681555435521," we are not on lockdown hey, may still be outdoors etc",20200312
194,1238223489376583682,"Until today, there is no line in communication. I don't think that government is going to come. #Covid_19",20200312
