,id,date,text_en,sentiment
46,1237810276399022080,20200311,         Or a day earlier in the newspaper: ,0.0
47,1237807424498733056,20200311,"Now, you know, artefact is just a distance education by corona? [ SMILING FACE WITH OPEN MOUTH AND COLD SWEAT]",0.5766
48,1237807191970787331,20200311, They don't have that virus. All healthy young doctors and pharmacists.,0.4019
49,1237805372259385345,20200311,  Chiep tsjiep tsjiep [ FACE WITH OPEN MOUTH VOMITING] [ FACE WITH OPEN MOUTH VOMITING].  Shame on you. Notes on TV and day after as a drama aqueen about a national disaster plan start. A Crisis like this abuse for shadowy political spellekes [ THUMBS DOWN SIGN] [ THUMBS DOWN SIGN] [ THUMBS DOWN SIGN]. Egotrippered much more disease than Corona.,-0.9325
50,1237803823420276737,20200311,"-She's making her earrings. Allez, I think I am. #Corona #Maggie ",0.0
51,1237803254148456448,20200311," Hey Geert, the festival's within four months. We follow, like everyone else, on the foot, and let us hope that the virus is under control by the summer.",0.6597
52,1237799387528642561,20200311,"Okeee scenario: imagine this corona really breaking loose and creating a giant purge. Wa go to do you, who dies when first and last, ...",-0.0972
53,1237797581234806786,20200311,"Corona here corona there corona everywhere, I don't hear anything else anymore, and I'm just being so onmy",0.0
54,1237797578646880256,20200311,Message to our ministers who should even make #COVID19BE ambras #Corona ,0.0
55,1237797271472914435,20200311,"Due to the size of the Coronavirus, we also take a number of measures at Odisee to prevent the spread of the virus. Until further notice, internships and classes are just going on! If you have any questions, you can always be on this website. #odisee ",0.1759
56,1237796689274077188,20200311,"How long have we been with this virus? ""Peak epidemic is just not predictable.""

",0.0
57,1237795419410714624,20200311,"   About the split of Belgium, on how Communism can be a success or about the Corona virus?",0.5719
58,1237788662655582208,20200311,"Janssen Pharmaceutica: ""Optimistic to find a vaccine against coronavirus"" ",0.3182
59,1237788634570461194,20200311,  Then you'd better put the whole country in a lockdown. But is that economic justification for that?,0.2382
60,1237787867964940295,20200311,"170 million grants for newspaper division, but crucial info about Covid-19 is almost always behind a paywall. What's the deal? #informthepeople #keepcalmandcarryon",0.1154
61,1237785284357632001,20200311,"      The youth do not know any adversity. Don't be a contradiction. No to little respect for boomers. Getting clogged out from the cradle. 
What ' s coming to us now, da will only become disastrous: covid, #omvolking , mss recession, WOIII ...
Am I not a realist [ THINKING FACE]?",-0.4626
62,1237781762484420610,20200311,"Quid new recordings of residents? Or does the financial picture count more than the human one?
#corona #woonzorgcentra ",0.0
63,1237781371982163969,20200311,Question: can people who live under the same roof still be allowed to kiss? Couples do understand ... #dtv #Corona,0.4215
64,1237777459954749441,20200311,Corona should not ruin 100 days [ POUTING FACE] [ POUTING FACE],0.4717
65,1237774492543471619,20200311,  A country that does not make any total decisions about the Corona virus cannot take. Is not a country but a Supermarket where you choose for your own interest.,0.6124
66,1237772034391904261,20200311,"All of a sudden, everyone in my area is corona expert apparently??",0.0
67,1237768214244974594,20200311," A grenade, Corona, no parking space in '' t City: all hoaxes!",-0.3595
68,1237767177593393152,20200311," best, you can bring back the evolution and risks regarding Corona to our neighboring countries and worldwide, in the news. This is to see the wider picture. Thx",0.6808
69,1237766143164719107,20200311,"We'll get the first spring sun next week. By April, all #Corona will have the job.",0.0
70,1237765637113614342,20200311,"Corona, you're ruining things for me so you'll be gone back to me.",-0.25
71,1237765418573541382,20200311, Best way to eradicate a virus,0.6369
72,1237765405944528896,20200311,I have soldered &amp; have been told today that they have put the vacancy on hold by the corona virus ..,0.0
73,1237764357825626112,20200311,"  You're in part right here.
Too much weaken your immunity.
But ... igv covid, I would recommend ht anyway. Ht virus has e cell fat memray, which degraes mt soap and simultaneously as an asymptomatic carrier is obstructing the cross-contamination.",0.3291
74,1237761792304128002,20200311,"As a WZC, we are well informed by ivm the measures to be taken in the framework of Covid-19. Transparent and clear. Thank you very much.",0.7351
75,1237757747212541953,20200311,"  A government with no backbone. The responsibilities lay on mayors: downscals and ""systeme umbrella"". 
Hard language in seriousness vn covid as well as hard policy is &gt; need. Too many ministers, too many visions ...
I myself will be working for a civic point of view.",-0.0516
76,1237756351528480771,20200311,Someone: cough old people who feel funny: jebt anyway no Corona e [ FACE WITH TEARS OF JOY] [ FACE WITH TEARS OF JOY] [ FACE WITH TEARS OF JOY] [ OK HAND SIGN] [ OK HAND SIGN] [ OK HAND SIGN],0.9834
77,1237751625990758402,20200311,"Corona? 50-man less, and it's solved? [ SEE-NO-EVIL MONKEY] #corona #events ",0.2951
78,1237751269453946882,20200311,"Nice Italian food in Tour and Taxis to welcome 2 new colleagues from there, we will take time for a while in this #Corona period. ",0.7003
79,1237750773263618048,20200311,Why are there no covid-19 victims in Russia?,-0.0613
80,1237750372518805506,20200311,Think it ' s better for our country also full lockdown,0.4404
81,1237749569192165377,20200311,"2 new overtures due to the corona virus in Belgium, 47 new infections. 1 of the victims is the man of 73, who was very bad at it. ",-0.7264
82,1237745432949817345,20200311,"And on Friday, we will go into 'lock down' ...#corona #coronavirus",0.0
83,1237732179049840642,20200311,We are not playing! #daens #studio100 #corona #coronavirus ,-0.2225
84,1237731817572184064,20200311,Amai [ FLUSHED FACE] [ REGIONAL INDICATOR SYMBOL LETTER N] [ REGIONAL INDICATOR SYMBOL LETTER L] 503 [ MICROBE] and 5 dead at our North Neighs [ REGIONAL INDICATOR SYMBOL LETTER N] [ REGIONAL INDICATOR SYMBOL LETTER L] [ MICROBE] [ FACE WITH MEDICAL MASK]#Netherlands #Nederland #covidnl #COVID19 #Covid_19  ,-0.6486
85,1237730905231327232,20200311,   It's a pity that he doesn't help Corona to silence that irritating sear. I was just as happy to hear nothing from Greta and Anuna. ,-0.4133
86,1237730038579150848,20200311,Preventive closure college pxl in Hasselt is a fact for at least 3 weeks! Am very curious (as a new student) to the online capabilities. #Corona #preventie #sluiting #hogeschool #pxl #onlineles #lagerinderwijs ,0.4376
87,1237728339856588802,20200311,"There are people dying, the (rest) government vv/wil/cannot cut knots to prevent further spread, but Mr Loones is particularly concerned about the budget. Set your priorities right! #niettegeloven #corona ",-0.2003
88,1237727977422630914,20200311,"Tous ensemble behind the vision of is still clear language #Corona #COVID19 .
No excuses or-s in our plan tractor country.",0.34
89,1237727203183509504,20200311,Friday #pyjamadag. Maybe in times of #Corona we should set up for all students. Feasible? Teaching from home.,0.0
90,1237726527523041287,20200311,Visit to the laboratories of Ukkel followed by an infosession about the impact of the Coronavirus (COVID-19) and its approach in our country. #COVID19BE #Corona #handenwassen #MonarchieBe #BelgianRoyalPalace ,0.0
91,1237726166359957505,20200311,"I cannot be the only one who sounds like: 'to have fun is the risk of spreading the virus too big, but to work or to go to school!' [ THINKING FACE] #coronavirus #COVID19BE.",0.3903
92,1237725167377428481,20200311,Susanne lives in Italy and warns: 'You don't realize how serious corona is' ,-0.0459
93,1237723005708615681,20200311,Who is that corona virus cost-free?,0.0
94,1237718450375516165,20200311,"It's a nice plea for refederalization.
A virus does not stop at a language limit. ",0.5702
95,1237715470389784578,20200311,I practice my fake cough and sneeze because wollah meh I am going to stay in school with this virus,-0.5267
96,1237714698830823424,20200311,It's going to slide on the calendar. #Corona won't find #ParisRoubaix and no egg search [ HEAR-NO-EVIL MONKEY] [ SEE-NO-EVIL MONKEY] [ SPEAK-NO-EVIL MONKEY] [ EGG] [ HATCHING CHICK] [ FRONT-FACING BABY CHICK]#Pasen ,-0.296
97,1237714190753763330,20200311,"After some time anyway still ordered at apparently still the same problems, each time late. [ SHOCKED FACE WITH EXPLODING HEAD] Bending to the excuse this time, let me guess, drivers had Corona? [ FACE WITH ROLLING EYES] ",-0.6633
98,1237713183315542017,20200311," To really wake up citizens, only hard words/confrontations help. Some, largest share of people, continue to hang in the deconnaissance phase and think ht virus can hit them ni. 
Not everyone has civic sense!
Don't create any gray zones.",0.4548
99,1237711769566674944,20200311,"In times of crisis, clear and leadership is needed. Two things that are obviously not there. #Corona #COVID19BE",-0.3612
100,1237711584723640321,20200311, No time for POLITICAL SPELLEKES now!! #Corona is VERY SERIOUS!!,-0.7526
101,1237710422423351296,20200311,Bart De Weaver (N-VA) after corona advice around events: 'There must be a skating fund for organisers' via ,0.0
102,1237697762801537027,20200311,This is! There are still too many employers who do not trust their WN and do not allow their home work or do not have the resources to carry out their home work. Be aware of who you need to address #thuiswerk #corona ,-0.5661
103,1237693534158888960,20200311, I get to read Corona from that text,0.0
104,1237693455515693057,20200311,You don't have to be afraid of corona. Airport is extinct ,0.0
105,1237691042721402880,20200311,[ REGIONAL INDICATOR SYMBOL LETTER B] [ REGIONAL INDICATOR SYMBOL LETTER E] 314 [ MICROBE] -47 New-639 [ MICROSCOPE]#COVID19 #Belgium #belgie #COVID #COVID19Belgium #COVIDbe  ,0.0
106,1237690479191474176,20200311,"""Do n' t worry about corona, you are healthy and young anyway"" is the most antisocial and dangerous argument we can spread in this time",-0.7239
107,1237690475815067648,20200311,"I'm finally going to pick up my wet suit in the store so from this afternoon radiant terrace weather, and from tomorrow, everyone has to stay indoors by that virus. [ SMIRKING FACE]",0.4767
108,1237688304671305734,20200311,Why we must NOW in lockdown: ,0.0
109,1237686496334876672,20200311,   Report says that in a flu epidemic 5 a has 10% flu. These figures can be associated with the contamination rate of Corona and understand why one is so careful.,-0.4738
110,1237682525360852992,20200311,"If the Corovid19 virus is going to strike in the RVMs, this means 1000s of overtures. It is a valid demand to ban visitors until the end of this month.   Take your responsibility. Right.       ",-0.6808
111,1237681948904095744,20200311,"Let me ask you: how many deaths do we need in Belgium before the economic consequences become secondary to the health and welfare of the people? #AskingForAFriend #coronavirusBelgie
#Corona

",0.0
112,1237677696357982208,20200311,Corona: Cruise ship Zeebrugge is allowed to dock; no one on board-Focus and WTV ,-0.296
113,1237674020058824705,20200311,The Belgian Corona plan ... ,0.0
114,1237673464716238849,20200311,"Nice little bit: a friend works in the kitchens of a hospital. When the 1st contaminations came into them, her service &amp; maintenance only knew what was going on until a day later ...
Also think of the non-medical personnel #corona",0.6943
115,1237670623830315008,20200311,Corona was all fun and games until the LikeMe concerts were in danger,-0.0258
116,1237668785357762560,20200311,I am more at risk of walking up to a checkout corona than in a concert [ THINKING FACE] why only all fun cancels [ WEARY FACE],-0.4236
117,1237668569720160257,20200311,"Scouting activities and (group) weekends may continue until further notice, subject to guidelines. Update #corana  based on government instructions  ",0.0
118,1237666803280760832,20200311,"If you'd like me to rest on the bus, start hoghing hard. Everybody's afraid of corona, right?",0.2732
119,1237663114755289089,20200311,"    Unfortunately, these are the consequences of corona.",-0.34
120,1237662666216390656,20200311,Susanne lives in Italy and warns: 'You don't realize how serious corona is' ,-0.0459
121,1237661631670366209,20200311,"Just yesterday, I'm going to have a drink on a cafe. Everyone gave each other a hand and kisses, because they feel all right. When I politl refused to look at me strange. The crisis is unreponsible. #Corona",-0.1531
122,1237661353164374017,20200311,"#corona measures on my personal plofkap! Finally, the sire of and no more in my mouth. [ OK HAND SIGN] [ EMOJI MODIFIER FITZPATRICK TYPE-1-2] ",0.7147
123,1237655712521732099,20200311,"More and more leagues are implementing ""closed doors""-measure in the name of corona virus, so too is the Austrian Bundesliga.

In Belgium no similar prevention measure will be taken for the time being.

#SportRecht #Corona ",-0.296
124,1237652774990512130,20200311,The DeWevervirus is deadlier than Corona. ,0.0
125,1237648933809160196,20200311,"If corona breaks well into the United States, there will be a chance that neither republican nor democratic will remain a presidential candidate in the future. ",0.7096
126,1237648200296792064,20200311,"   No problem Karl, I add to my collection somewhere in the course of September once on Sicilan soil. 
If, of course, #corona does not sprinkle soot into the food ....",0.3089
127,1237645684083482624,20200311,"  If you apply probability calculation, you don't have to worry too much that you get Corona. But being careful and following guidelines seems advisable to me.",0.3824
128,1237641389418176512,20200311,"Time for Stijn Meuris to use the studio for a remake ...

Could be a very small bit of lockdown Sometimes no better be ...",-0.3412
129,1237636370279075841,20200311,"What do the mayors vd 580 other MUNICIPALITIES in #Belgie say about the directives vd government ivm #Corona?

",0.0
130,1237636277136220162,20200311," Corona is a collection name, #COVID[ KATAKANA-HIRAGANA] SOUND MARK] 19 is a new bean.",0.0
131,1237629258698285056,20200311,Up to 1000 visitors per day ...!#corona #studio100 #hadje10miljoen ,0.0
132,1237627792805761024,20200311,"Universities and colleges have all the necessary technology in the home: as good as anyone can teach at a distance or can telework. I propose that the next few weeks should be set up in mass. Life goes on, but then (eventjes) at a distance. #COVID19BE",0.2382
133,1237627570818101251,20200311,"Recommendations [?] measures. If #Corona is as serious as anyone wants to realize, take rigorous actions. Do not count on civic, common sense, or #tousensemble. [ SEE-NO-EVIL MONKEY] Give municipalities no leeway. Action!

    ",-0.5983
134,1237626199561703424,20200311,"  If the #Corona #Vlaanderen is flushing, the Wever will be the first to assign a guilty one. Idem dito Boris Johnson. After all, they are international party colleagues.",-0.0258
135,1237625120228868096,20200311,#PicOfTheDay: Italy in lockdown #Corona #italylockdown #COVID2019 ,0.0
136,1237623773710503936,20200311," Should the federal government have ruled out an absolute ban, he would also be able to use it against them. Now that the final decision rests with the municipalities and governors, he is taking such a cowardly position. How the NVA uses the virus for their disgusting political strategyO",-0.8625
137,1237616493199835137,20200311,"Not only in times of #corona: online learning BOOMT!  

Once (free) trials? 

[ WHITE HEAVY CHECK MARK] Wincing social media strategy 2020.
[ WHITE HEAVY CHECK MARK] Increase your shop window with social media.
[ WHITE HEAVY CHECK MARK] More engagement with video.
[ WHITE HEAVY CHECK MARK] Infographics.
[ WHITE HEAVY CHECK MARK] WhatsApp business. 

",0.8475
138,1237610236392824833,20200311,"In the country where a bit of speeding is ok, where a bit of drinking and driving is ok, people are relying on a civic point to fight the Corona virus. #apenland",-0.3818
139,1237592731683184640,20200311,  More than equal pay attention!! it ' s a traitorous virus [ FIRE] [ THUMBS UP SIGN] [ THUMBS UP SIGN] [ THUMBS UP SIGN] [ COLLISION SYMBOL] [ HEART WITH RIBBON] [ HEART WITH RIBBON] greetings,-0.7016
140,1237535017288359936,20200311,"Kickboxing galas are cancelled because of Corona, this shit serious",-0.7615
141,1238251014119137281,20200312,"Unknown territory. That is where we are going through the drastic but necessary measures. Common sense and helping each other, that will be the way to follow. #corona",0.4215
142,1238247316823425025,20200312," That's a question for our policy-makers, but I'm hoping to do it. Also wonder if it ' s really so smart move. For example: (and so you can find even more reliable info)
",0.8738
143,1238244846370017283,20200312,"BECAUSE OF THE CORONA MEASURES, YOU CAN NOW SEND BACK FOR FREE! 
Does the article do not leave you an email after Dan mail I will send you a return label.",0.6676
144,1238240319914868736,20200312,Those people in rest homes etc go to death more quickly to loneliness than to Corona .. [ BROKEN HEART],-0.8956
145,1238239938916823043,20200312,Snap ezui corona depuis sa beug,0.0
146,1238239189201805313,20200312,It's Friday the 13th. Better get no Corona on this day.,0.1779
147,1238238687672008705,20200312,  You will be short of time during that barely 3 weeks #lockdown. #Covid_19 #Corona,0.0
148,1238238276147908617,20200312,"Start countdown to 3 April is tempting. But prolongation of measures is not ruled out.
Where is that heat wave when we need him?
#Covid_19 #Corona",0.0
149,1238237781035491334,20200312,"Can we possibly re-tweet #katten ? That makes me quieter and that seems to me for the next few weeks, maybe a fun business? #Covid_19 #Corona #lockdown #Belgie ",0.5661
150,1238237295679021057,20200312,Infectious by corona and fascismevirus and nasal butts  ,0.0
151,1238237063583055872,20200312,"Moh! Look at this! We then have a coalition government with #nva #mr #ps (and also, out of the picture, #cdnv and #vld protagonists). Merci Corona! ....
[ REGIONAL INDICATOR SYMBOL LETTER B] [ REGIONAL INDICATOR SYMBOL LETTER E]] having a government with coalition partners who couldn't take a moment. Thanks Corona [ SMILING FACE WITH SMILING EYES AND HAND COVERING MOUTH] ",0.9449
152,1238236670950092802,20200312, And then a question where no journalist has asked! How come there's no one in Russia yet! there is no talk about that yet # chemical substances #Covid_19,-0.7339
153,1238236066148220931,20200312,I'm going to die from boredom ipv to corona #corona #lockdown,-0.7351
154,1238235880411848706,20200312,Don't say lockdown. Say write-type identification,0.0
155,1238235737428037634,20200312,"      Because in the week, that virus is too fatigued? [ THINKING FACE]",-0.34
156,1238235526160883712,20200312,"Restaurants and cafes close, I get that. So, are takeaway restaurants and frying restaurants there? Or is that a stupid question?   #corona #coronavirusBelgie  #vraag",-0.5803
157,1238235511581544450,20200312,"Now not be able to sleep because of too many questions and too little clarity. But anyway, we'll be there again with news and clarity from 6 o'clock. Corona or not, we are already there with all the financial/economic/political news! Hoppa [ FLEXED BICEPS] [ EMOJI MODIFIER FITZPATRICK TYPE-1-2]",0.6752
158,1238234742216146951,20200312,"Drastic measures take drastic measures.

The most important thing at the moment is to guarantee health. Especially for those who are most vulnerable.

Then also see how SMEs, hospitality, socio/cultural sector, ... support can be given.
#corona",0.5574
159,1238233296733077505,20200312,"May society come out stronger here and support our hospitality industry, small and less small cultural associations, festivals, smes, ... (hereafter not for a while but for an indefinite period). Together for it, together and then together support each other. Corona doesn't get us any small",0.7876
160,1238232985876430848,20200312,So tomorrow really a Friday 13de! Chaos will be everywhere tomorrow! All normal people are already asleep now and with a sleepy eye they are going to misinterpret everything and everything is going to turn into the soup! #corona,-0.6784
161,1238232461324271616,20200312,"What about sports clubs and people offering services: hairdressers, beauty specialists, coaching centers ..? #Covid_19 #lockdown #Corona #dtv",0.5859
162,1238231821768437761,20200312," Yeah, before it became known that Arteta doesn't have a corona.",0.296
163,1238231705099603968,20200312,"We 're going to have to' rethinking ' very much in the next few days but with creativity, commitment &amp; solidarity we can do a lot to #Covid_19",0.8625
164,1238231696144621569,20200312,"#Repost f1racingmemes
* * * * *
I don't hope so ... [ D-LOOKING FACE] #Formula1 #Formule1 #australiangp #covid #covid_19 #raceweekend  #healthfirst  Oostende, West Flanders, Belgium ",-0.3412
165,1238231642273124352,20200312,   Czz corona is right around the corner there must be posterity made,0.0
166,1238230727130578946,20200312," Two reports from early March on children and #covid19...
I will leave it to the specialists.  [ SHRUG] [ ZERO WIDTH JOINER] [ MALE SIGN] [?]


",-0.0516
167,1238230576047456259,20200312,"In #Belgie from tomorrow midnight all schools closed, all shops close to the weekend excluding food and farma. All public events canceled until 3 April #Corona #covid19",0.0
168,1238230098316349441,20200312," Correction, Belgie isn't going in full lockdown at all.",0.0
169,1238230092381290496,20200312,Cafes and restaurants go close to April 3. Just to make it clear to the Belgian that it's serious for you. #Covid_19 #corona #belgiumlockdown,0.3182
170,1238229196155113473,20200312,"Do you know what I think is disappointing? Among my friends immediately some of the reactions of teachers: surely that cannot be the case that we need to take care of care.
Hello, do you not want any nursing staff, filled store shelves, anything yet or some spinning economy? #lockdown #Covid_19",0.8533
171,1238229179969277960,20200312,Quarantining against #corona shows many parables with a block period. Sit in for weeks and use a huge number of paper towels from Kleenex.,-0.0772
172,1238228887957635073,20200312,"I'm just getting a message from school that probably someone with Corona at school, is now in quarantine. ",0.0
173,1238228775084703746,20200312,Kwant still ptits have better corona bougeert vite fait [ POUTING FACE],0.4404
174,1238228646898343936,20200312," Tomorrow, we're gonna be drinking with the fans all the booze supplies in the stadium? Win win for everyone [ GRINNING FACE] [ CLINKING BEER MUGS]. At 00.00 we are gone, promised! [ GRINNING FACE]
#lockdown #CoronaVirusUpdate #persconferentie #Corona",0.9506
175,1238227915499876354,20200312,"In order to counter the spread of the #coronavirus , the federal government has taken steps to support schools. How we deal with it? A lot of lessons are being set up online. Tomorrow, our students will receive more detailed information. #Covid_19 ",0.4019
176,1238227500305711104,20200312,"Zwz that also goes on strike by Corona, who men always look for an excuse to work ni",-0.0516
177,1238227477455134722,20200312,"A new virus that's contagious only during the weekend? Better a full lockdown, then, no? Bit of a missed opportunity by the government to take a real measure ... #COVID19BE #beetjebelachelijk",0.3527
178,1238227181353996288,20200312,"After 2 months of unemployment-happily arranged for a fine freelancing-and worries for greeperige twelve-year-olds, we are now going to lock. Let's just say that the house and I have seen each other. Corona hangouts online, please!! [ PERSON WITH FOLDED HANDS] [ EMOJI MODIFIER FITZPATRICK TYPE-3] and 2 MONTH BIKES AND READ AND MOVIES-dat, too.",0.2225
179,1238226884778954752,20200312,"Corona or not. 
We are at a standstill.",0.0
180,1238226409660846089,20200312,"With all these measures, I still have a little bit of a question of why we are not simply importing a travel ban on the pub holiday. Couldn't the virus just keep it out in that way?",-0.2263
